genome_origin	qseqid	pident	length	evalue	bitscore	sseqid	stitle
573.33955	573.33955|accn|VKNE01000052_1|accn|VKNE01000052_1:17;size=2	100.0	33	2.31e-10	65.9	NZ_JBROXS010000002.1	NZ_JBROXS010000002.1 Klebsiella pneumoniae strain CRKP-C197 plasmid unnamed1, whole genome shotgun sequence
573.35554	573.35554|accn|WMNA01000031_1|accn|WMNA01000031_1:11;size=1	96.875	32	2.08e-07	56.0	NZ_JBRYYQ010000003.1	NZ_JBRYYQ010000003.1 Klebsiella pneumoniae strain MBI-24-2 plasmid pMBI24-2-1, whole genome shotgun sequence
573.36216	573.36216|accn|CAJHPM010000005_1|accn|CAJHPM010000005_1:38;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.36677	573.36677|accn|JACKYW010000018_1|accn|JACKYW010000018_1:1;size=1	100.0	39	8.33e-14	77.8	NZ_JBSKBN010000002.1	NZ_JBSKBN010000002.1 Klebsiella pneumoniae strain RC_863 plasmid unnamed1, whole genome shotgun sequence
573.37287	573.37287|accn|VAAU01000001_1|accn|VAAU01000001_1:4;size=1	100.0	33	2.31e-10	65.9	NZ_JBRZFC010000006.1	NZ_JBRZFC010000006.1 Klebsiella planticola strain KLO00138 plasmid pKLO00138_6, whole genome shotgun sequence
573.37689	573.37689|accn|JAGUSH010000006_2|accn|JAGUSH010000006_2:6;size=1	96.97	33	5.62e-08	58.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.38696	573.38696|accn|JAGSZX010000010_1|accn|JAGSZX010000010_1:8;size=1	100.0	32	8.54e-10	63.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.38697	573.38697|accn|JAGSXY010000003_1|accn|JAGSXY010000003_1:1;size=1	100.0	33	2.31e-10	65.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.38718	573.38718|accn|JAHRXK010000005_1|accn|JAHRXK010000005_1:12;size=1	96.429	28	5.08e-05	48.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.39641	573.39641|accn|WTDP01000003_1|accn|WTDP01000003_1:1;size=1	93.75	32	5.08e-05	48.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.39669	573.39669|accn|NKTO01000004_1|accn|NKTO01000004_1:14;size=1	96.875	32	2.08e-07	56.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.39796	573.39796|accn|PKPO01000001_3|accn|PKPO01000001_3:11;size=1	88.679	53	1.55e-07	58.0	NZ_JARYIA010000006.1	NZ_JARYIA010000006.1 Staphylococcus aureus strain GE-MSSA34 plasmid unnamed2, whole genome shotgun sequence
573.39796	573.39796|accn|PKPO01000001_3|accn|PKPO01000001_3:12;size=1	85.714	56	0.000169	48.1	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.39796	573.39796|accn|PKPO01000001_3|accn|PKPO01000001_3:16;size=2	88.235	68	1.45e-11	71.9	NZ_JACGYC010000002.1	NZ_JACGYC010000002.1 Staphylococcus aureus strain SA2028 map unlocalized plasmid unnamed NODE_2_length_578871_cov_33.101906, whole genome shotgun sequence
573.39796	573.39796|accn|PKPO01000001_3|accn|PKPO01000001_3:17;size=1	90.244	41	2.23e-05	50.1	NZ_JARYHW010000002.1	NZ_JARYHW010000002.1 Staphylococcus aureus strain IT-MSSA51 plasmid unnamed, whole genome shotgun sequence
573.39796	573.39796|accn|PKPO01000001_3|accn|PKPO01000001_3:27;size=1	92.5	40	3.61e-07	56.0	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.39796	573.39796|accn|PKPO01000008_2|accn|PKPO01000008_2:1;size=1	100.0	33	2.31e-10	65.9	NZ_JBSMIU010000002.1	NZ_JBSMIU010000002.1 Klebsiella quasivariicola strain SW-9 plasmid p1, whole genome shotgun sequence
573.39796	573.39796|accn|PKPO01000008_2|accn|PKPO01000008_2:5;size=1	100.0	33	2.31e-10	65.9	NZ_JBSMIZ010000002.1	NZ_JBSMIZ010000002.1 Klebsiella pneumoniae strain PS-71 plasmid p1, whole genome shotgun sequence
573.39805	573.39805|accn|PUIJ01000004_1|accn|PUIJ01000004_1:13;size=1	100.0	32	8.54e-10	63.9	NZ_NBON01000047.1	NZ_NBON01000047.1 Klebsiella pneumoniae strain ARPG-380 map unlocalized plasmid unnamed1 contig47, whole genome shotgun sequence
573.39805	573.39805|accn|PUIJ01000004_1|accn|PUIJ01000004_1:18;size=1	100.0	26	3.25e-06	52.0	NZ_JBQHIL010000004.1	NZ_JBQHIL010000004.1 Enterobacter hormaechei strain EH36082023BG map unlocalized plasmid unknown03 contig04, whole genome shotgun sequence
573.39805	573.39805|accn|PUIJ01000004_1|accn|PUIJ01000004_1:8;size=1	93.75	32	5.08e-05	48.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.39816	573.39816|accn|QYYO01000002_1|accn|QYYO01000002_1:1;size=1	96.97	33	5.62e-08	58.0	NZ_JBSPDI010000002.1	NZ_JBSPDI010000002.1 Escherichia coli strain EC600_TC_NKI plasmid pEC600_Vir, whole genome shotgun sequence
573.40423	573.40423|accn|JAHLQW010000011_1|accn|JAHLQW010000011_1:25;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.40423	573.40423|accn|JAHLQW010000011_1|accn|JAHLQW010000011_1:4;size=1	96.296	27	0.000201	46.1	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.40423	573.40423|accn|JAHLQW010000011_1|accn|JAHLQW010000011_1:5;size=1	100.0	32	8.54e-10	63.9	NZ_JBSMIZ010000002.1	NZ_JBSMIZ010000002.1 Klebsiella pneumoniae strain PS-71 plasmid p1, whole genome shotgun sequence
573.40423	573.40423|accn|JAHLQW010000011_1|accn|JAHLQW010000011_1:8;size=1	100.0	30	1.33e-08	60.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.40423	573.40423|accn|JAHLQW010000024-2_2|accn|JAHLQW010000024-2_2:3;size=2	100.0	35	1.66e-11	69.9	NZ_JARGDG010000127.1	NZ_JARGDG010000127.1 Klebsiella pneumoniae strain CRKP-51 map unlocalized plasmid unnamed47 contig130, whole genome shotgun sequence
573.4053	573.4053|accn|FLDD01000001_1|accn|FLDD01000001_1:5;size=1	100.0	33	2.31e-10	65.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.4095	573.4095|accn|FLEW01000001_1|accn|FLEW01000001_1:2;size=6	100.0	33	3.03e-10	65.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.4095	573.4095|accn|FLEW01000001_1|accn|FLEW01000001_1:9;size=3	96.97	33	7.38e-08	58.0	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.4126	573.4126|accn|FLFX01000001_1|accn|FLFX01000001_1:19;size=1	100.0	33	2.31e-10	65.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.41397	573.41397|accn|JAGKZW010000082_1|accn|JAGKZW010000082_1:10;size=1	91.781	73	2.53e-19	97.6	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.41397	573.41397|accn|JAGKZW010000082_1|accn|JAGKZW010000082_1:13;size=1	91.892	37	2.23e-05	50.1	NZ_JARYIA010000006.1	NZ_JARYIA010000006.1 Staphylococcus aureus strain GE-MSSA34 plasmid unnamed2, whole genome shotgun sequence
573.41397	573.41397|accn|JAGKZW010000082_1|accn|JAGKZW010000082_1:17;size=1	88.679	53	1.55e-07	58.0	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.41397	573.41397|accn|JAGKZW010000082_1|accn|JAGKZW010000082_1:1;size=1	87.755	98	8.88e-20	99.6	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.41397	573.41397|accn|JAGKZW010000082_1|accn|JAGKZW010000082_1:4;size=1	87.324	71	5.72e-11	69.9	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.41397	573.41397|accn|JAGKZW010000082_1|accn|JAGKZW010000082_1:6;size=1	85.263	95	3.44e-13	77.8	NZ_JARYHX010000005.1	NZ_JARYHX010000005.1 Staphylococcus aureus strain GE-MSSA39 plasmid unnamed3, whole genome shotgun sequence
573.41397	573.41397|accn|JAGKZW010000082_1|accn|JAGKZW010000082_1:7;size=4	86.916	107	2.53e-20	101.0	NZ_JACGYD010000002.1	NZ_JACGYD010000002.1 Staphylococcus aureus strain SA2010 map unlocalized plasmid unnamed1 NODE_2_length_467021_cov_38.538977, whole genome shotgun sequence
573.41397	573.41397|accn|JAGKZW010000082_1|accn|JAGKZW010000082_1:9;size=2	85.87	92	7.66e-14	79.8	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.41415	573.41415|accn|JAEDYU010000015_1|accn|JAEDYU010000015_1:21;size=1	100.0	32	8.54e-10	63.9	NZ_JBRTYI010000005.1	NZ_JBRTYI010000005.1 Klebsiella pneumoniae strain KP1 plasmid pKP1-pls4, whole genome shotgun sequence
573.41415	573.41415|accn|JAEDYU010000015_1|accn|JAEDYU010000015_1:22;size=1	93.75	32	5.08e-05	48.1	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.41415	573.41415|accn|JAEDYU010000015_1|accn|JAEDYU010000015_1:7;size=1	100.0	32	8.54e-10	63.9	NZ_JBSMIU010000003.1	NZ_JBSMIU010000003.1 Klebsiella quasivariicola strain SW-9 plasmid p2, whole genome shotgun sequence
573.43367	573.43367|accn|JAIUAI010000009_1|accn|JAIUAI010000009_1:1;size=1	100.0	32	8.54e-10	63.9	NZ_JBRYYQ010000003.1	NZ_JBRYYQ010000003.1 Klebsiella pneumoniae strain MBI-24-2 plasmid pMBI24-2-1, whole genome shotgun sequence
573.45175	573.45175|accn|JAJFVV010000003_1|accn|JAJFVV010000003_1:18;size=1	100.0	32	8.54e-10	63.9	NZ_JBSMIZ010000002.1	NZ_JBSMIZ010000002.1 Klebsiella pneumoniae strain PS-71 plasmid p1, whole genome shotgun sequence
573.45175	573.45175|accn|JAJFVV010000003_1|accn|JAJFVV010000003_1:19;size=1	100.0	32	8.54e-10	63.9	NZ_JBSMIZ010000005.1	NZ_JBSMIZ010000005.1 Klebsiella pneumoniae strain PS-71 plasmid p4, whole genome shotgun sequence
573.45175	573.45175|accn|JAJFVV010000003_1|accn|JAJFVV010000003_1:28;size=1	96.875	32	2.08e-07	56.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.45175	573.45175|accn|JAJFVV010000003_1|accn|JAJFVV010000003_1:32;size=1	100.0	32	8.54e-10	63.9	NZ_JASISD010000003.1	NZ_JASISD010000003.1 Klebsiella pneumoniae strain CS00367 plasmid p1_CS00367, whole genome shotgun sequence
573.45175	573.45175|accn|JAJFVV010000003_1|accn|JAJFVV010000003_1:33;size=1	100.0	32	8.54e-10	63.9	NZ_JBLEWX010000005.1	NZ_JBLEWX010000005.1 Klebsiella pneumoniae strain A32203 plasmid p1_A32203, whole genome shotgun sequence
573.45175	573.45175|accn|JAJFVV010000003_1|accn|JAJFVV010000003_1:3;size=1	96.875	32	2.08e-07	56.0	NZ_JBRYHH010000001.1	NZ_JBRYHH010000001.1 Klebsiella pneumoniae strain KP4 plasmid pKP4_p1, whole genome shotgun sequence
573.45179	573.45179|accn|JAJFVX010000001_1|accn|JAJFVX010000001_1:3;size=1	96.552	29	1.28e-05	50.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.45789	573.45789|accn|JAKSZF010000008_1|accn|JAKSZF010000008_1:9;size=1	100.0	26	3.25e-06	52.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.45791	573.45791|accn|JAKSYW010000001_1|accn|JAKSYW010000001_1:10;size=1	96.552	29	1.37e-05	50.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.46076	573.46076|accn|573.46076.con.0004_1|accn|573.46076.con.0004_1:2;size=2	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.46076	573.46076|accn|573.46076.con.0004_1|accn|573.46076.con.0004_1:3;size=1	100.0	32	8.54e-10	63.9	NZ_JBSPEW010000003.1	NZ_JBSPEW010000003.1 Klebsiella ornithinolytica strain Wry181 plasmid unnamed2, whole genome shotgun sequence
573.46076	573.46076|accn|573.46076.con.0004_1|accn|573.46076.con.0004_1:6;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.46076	573.46076|accn|573.46076.con.0004_1|accn|573.46076.con.0004_1:7;size=1	100.0	32	8.54e-10	63.9	NZ_JBSMIZ010000002.1	NZ_JBSMIZ010000002.1 Klebsiella pneumoniae strain PS-71 plasmid p1, whole genome shotgun sequence
573.46076	573.46076|accn|573.46076.con.0004_1|accn|573.46076.con.0004_1:8;size=1	100.0	32	8.54e-10	63.9	NZ_JBSMIZ010000002.1	NZ_JBSMIZ010000002.1 Klebsiella pneumoniae strain PS-71 plasmid p1, whole genome shotgun sequence
573.46083	573.46083|accn|573.46083.con.0001_2|accn|573.46083.con.0001_2:2;size=1	100.0	33	2.45e-10	65.9	NZ_JBRAWW010000002.1	NZ_JBRAWW010000002.1 Enterobacter roggenkampii strain 22AR0267 plasmid p22AR0267A, whole genome shotgun sequence
573.46083	573.46083|accn|573.46083.con.0001_2|accn|573.46083.con.0001_2:5;size=1	93.939	33	1.37e-05	50.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.46083	573.46083|accn|573.46083.con.0001_2|accn|573.46083.con.0001_2:6;size=1	100.0	33	2.31e-10	65.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.46094	573.46094|accn|573.46094.con.0003_1|accn|573.46094.con.0003_1:15;size=1	100.0	31	3.6e-09	61.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.46094	573.46094|accn|573.46094.con.0003_1|accn|573.46094.con.0003_1:1;size=2	100.0	33	2.31e-10	65.9	NZ_JBRYHH010000002.1	NZ_JBRYHH010000002.1 Klebsiella pneumoniae strain KP4 plasmid pKP4_p2, whole genome shotgun sequence
573.46094	573.46094|accn|573.46094.con.0003_1|accn|573.46094.con.0003_1:3;size=2	100.0	32	9.11e-10	63.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.46094	573.46094|accn|573.46094.con.0003_1|accn|573.46094.con.0003_1:6;size=2	100.0	33	2.31e-10	65.9	NZ_JBRAWN010000002.1	NZ_JBRAWN010000002.1 Enterobacter roggenkampii strain 20AR0175 plasmid p20AR0175A, whole genome shotgun sequence
573.46094	573.46094|accn|573.46094.con.0003_1|accn|573.46094.con.0003_1:7;size=2	100.0	32	9.11e-10	63.9	NZ_JBRAVJ010000003.1	NZ_JBRAVJ010000003.1 Enterobacter cloacae strain 20AR0121 plasmid p20AR0121B, whole genome shotgun sequence
573.46234	573.46234|accn|573.46234.con.0001_1|accn|573.46234.con.0001_1:15;size=1	100.0	33	2.31e-10	65.9	NZ_JANAVU010000004.1	NZ_JANAVU010000004.1 Klebsiella quasipneumoniae strain Kpn-96 map unlocalized plasmid pn-96 4, whole genome shotgun sequence
573.46234	573.46234|accn|573.46234.con.0001_1|accn|573.46234.con.0001_1:16;size=1	100.0	33	2.31e-10	65.9	NZ_JBRJPG010000005.1	NZ_JBRJPG010000005.1 Enterobacter hormaechei strain EB00119 plasmid pEB00119_5, whole genome shotgun sequence
573.46308	573.46308|accn|573.46308.con.0002_1|accn|573.46308.con.0002_1:9;size=3	100.0	34	7.66e-11	67.9	NZ_JBSMIU010000004.1	NZ_JBSMIU010000004.1 Klebsiella quasivariicola strain SW-9 plasmid p3, whole genome shotgun sequence
573.48235	573.48235|accn|JALXGY010000009_1|accn|JALXGY010000009_1:5;size=2	96.97	33	6.32e-08	58.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.49577	573.49577|accn|JAKEQA010000003_1|accn|JAKEQA010000003_1:11;size=2	96.97	33	5.62e-08	58.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.49577	573.49577|accn|JAKEQA010000003_1|accn|JAKEQA010000003_1:5;size=1	100.0	33	2.31e-10	65.9	NZ_JBSKBN010000002.1	NZ_JBSKBN010000002.1 Klebsiella pneumoniae strain RC_863 plasmid unnamed1, whole genome shotgun sequence
573.49928	573.49928|accn|JAHMOI010000001_2|accn|JAHMOI010000001_2:30;size=1	96.552	29	1.37e-05	50.1	NZ_SGOJ01000001.1	NZ_SGOJ01000001.1 Klebsiella pneumoniae strain CR5 map unlocalized plasmid unnamed1 contig1, whole genome shotgun sequence
573.49928	573.49928|accn|JAHMOI010000001_2|accn|JAHMOI010000001_2:4;size=1	96.97	33	5.62e-08	58.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.50037	573.50037|accn|JANIUD010000044_1|accn|JANIUD010000044_1:2;size=1	100.0	32	8.54e-10	63.9	NZ_JBSPDI010000003.1	NZ_JBSPDI010000003.1 Escherichia coli strain EC600_TC_NKI plasmid pEC600_NDM_KPC, whole genome shotgun sequence
573.50113	573.50113|accn|JANFHT010000003_1|accn|JANFHT010000003_1:18;size=1	100.0	32	8.54e-10	63.9	NZ_JBSMIZ010000005.1	NZ_JBSMIZ010000005.1 Klebsiella pneumoniae strain PS-71 plasmid p4, whole genome shotgun sequence
573.50113	573.50113|accn|JANFHT010000003_1|accn|JANFHT010000003_1:29;size=1	100.0	32	8.54e-10	63.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.50113	573.50113|accn|JANFHT010000003_1|accn|JANFHT010000003_1:36;size=2	100.0	27	8.23e-07	54.0	NZ_JANAVU010000004.1	NZ_JANAVU010000004.1 Klebsiella quasipneumoniae strain Kpn-96 map unlocalized plasmid pn-96 4, whole genome shotgun sequence
573.50113	573.50113|accn|JANFHT010000003_1|accn|JANFHT010000003_1:43;size=1	96.875	32	2.08e-07	56.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.50987	573.50987|accn|JAOUYO010000004_1|accn|JAOUYO010000004_1:4;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.50987	573.50987|accn|JAOUYO010000004_1|accn|JAOUYO010000004_1:5;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.52223	573.52223|accn|NCMC01000022_3|accn|NCMC01000022_3:19;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.52223	573.52223|accn|NCMC01000022_3|accn|NCMC01000022_3:20;size=1	96.875	32	2.08e-07	56.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.52381	573.52381|accn|NICD01000001_2|accn|NICD01000001_2:11;size=1	96.97	33	5.62e-08	58.0	NZ_JBROXS010000002.1	NZ_JBROXS010000002.1 Klebsiella pneumoniae strain CRKP-C197 plasmid unnamed1, whole genome shotgun sequence
573.52632	573.52632|accn|JAMFYX010000003_1|accn|JAMFYX010000003_1:15;size=1	96.552	29	1.37e-05	50.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.52733	573.52733|accn|JANFRO010000002_1|accn|JANFRO010000002_1:10;size=2	89.831	59	4.25e-11	69.9	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.52733	573.52733|accn|JANFRO010000002_1|accn|JANFRO010000002_1:15;size=1	88.136	59	1.03e-08	61.9	NZ_JARYIA010000006.1	NZ_JARYIA010000006.1 Staphylococcus aureus strain GE-MSSA34 plasmid unnamed2, whole genome shotgun sequence
573.52733	573.52733|accn|JANFRO010000002_1|accn|JANFRO010000002_1:18;size=1	86.441	59	2.52e-06	54.0	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.52733	573.52733|accn|JANFRO010000002_1|accn|JANFRO010000002_1:19;size=1	87.5	56	6.38e-07	56.0	NZ_JARYIA010000006.1	NZ_JARYIA010000006.1 Staphylococcus aureus strain GE-MSSA34 plasmid unnamed2, whole genome shotgun sequence
573.52733	573.52733|accn|JANFRO010000002_1|accn|JANFRO010000002_1:20;size=1	89.474	57	6.63e-10	65.9	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.52733	573.52733|accn|JANFRO010000002_1|accn|JANFRO010000002_1:2;size=1	89.831	59	4.25e-11	69.9	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.52733	573.52733|accn|JANFRO010000002_1|accn|JANFRO010000002_1:37;size=2	91.667	60	4.41e-14	79.8	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.52733	573.52733|accn|JANFRO010000002_1|accn|JANFRO010000002_1:4;size=1	87.013	77	3.78e-12	73.8	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.52733	573.52733|accn|JANFRO010000002_1|accn|JANFRO010000002_1:5;size=3	85.714	77	9.22e-10	65.9	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.52733	573.52733|accn|JANFRO010000002_1|accn|JANFRO010000002_1:6;size=1	87.097	62	5.16e-08	60.0	NZ_JBFRBT010000181.1	NZ_JBFRBT010000181.1 Staphylococcus aureus strain SA_D1S_OM_E map unlocalized plasmid unnamed2 k141_202, whole genome shotgun sequence
573.52771	573.52771|accn|JAPJTZ010000043_1|accn|JAPJTZ010000043_1:1;size=1	100.0	56	1.03e-23	111.0	NZ_JBSMJB010000002.1	NZ_JBSMJB010000002.1 Klebsiella quasipneumoniae strain PS-11 plasmid p1, whole genome shotgun sequence
573.52844	573.52844|accn|JAIPYY010000001_1|accn|JAIPYY010000001_1:5;size=1	91.071	56	1.1e-11	71.9	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.52986	573.52986|accn|CANDXE010000001_1|accn|CANDXE010000001_1:1;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.53751	573.53751|accn|JAQQYX010000003_1|accn|JAQQYX010000003_1:14;size=1	96.875	32	2.08e-07	56.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.53751	573.53751|accn|JAQQYX010000003_1|accn|JAQQYX010000003_1:20;size=1	100.0	32	8.54e-10	63.9	NZ_JAZBHJ010000016.1	NZ_JAZBHJ010000016.1 Klebsiella pneumoniae strain KP1806281 plasmid pKP1806281_2, whole genome shotgun sequence
